figure_id,figure_name,year,amount,unit,authority,authority_url,note
form3520_foreign_gift_corp_partnership,"Form 3520 reporting threshold: gifts from foreign corporations and partnerships (IRC 6039F(a), (d))",2019,16388,USD,"Rev. Proc. 2018-57, sec. 3.47, 2018-49 I.R.B. 827, 835",https://www.irs.gov/pub/irs-irbs/irb18-49.pdf,"Report on Form 3520 when aggregate purported gifts from foreign corporations and foreign partnerships in the taxable year exceed this amount (indexed form of the $10,000 in IRC 6039F(a))."
form3520_foreign_gift_corp_partnership,"Form 3520 reporting threshold: gifts from foreign corporations and partnerships (IRC 6039F(a), (d))",2020,16649,USD,"Rev. Proc. 2019-44, sec. 3.47, 2019-47 I.R.B. 1093, 1100",https://www.irs.gov/pub/irs-irbs/irb19-47.pdf,"Report on Form 3520 when aggregate purported gifts from foreign corporations and foreign partnerships in the taxable year exceed this amount (indexed form of the $10,000 in IRC 6039F(a))."
form3520_foreign_gift_corp_partnership,"Form 3520 reporting threshold: gifts from foreign corporations and partnerships (IRC 6039F(a), (d))",2021,16815,USD,"Rev. Proc. 2020-45, sec. 3.47, 2020-46 I.R.B. 1016, 1024",https://www.irs.gov/pub/irs-irbs/irb20-46.pdf,"Report on Form 3520 when aggregate purported gifts from foreign corporations and foreign partnerships in the taxable year exceed this amount (indexed form of the $10,000 in IRC 6039F(a))."
form3520_foreign_gift_corp_partnership,"Form 3520 reporting threshold: gifts from foreign corporations and partnerships (IRC 6039F(a), (d))",2022,17339,USD,"Rev. Proc. 2021-45, sec. 3.47, 2021-48 I.R.B. 764, 773",https://www.irs.gov/pub/irs-irbs/irb21-48.pdf,"Report on Form 3520 when aggregate purported gifts from foreign corporations and foreign partnerships in the taxable year exceed this amount (indexed form of the $10,000 in IRC 6039F(a))."
form3520_foreign_gift_corp_partnership,"Form 3520 reporting threshold: gifts from foreign corporations and partnerships (IRC 6039F(a), (d))",2023,18567,USD,"Rev. Proc. 2022-38, sec. 3.47, 2022-45 I.R.B. 445, 453",https://www.irs.gov/pub/irs-irbs/irb22-45.pdf,"Report on Form 3520 when aggregate purported gifts from foreign corporations and foreign partnerships in the taxable year exceed this amount (indexed form of the $10,000 in IRC 6039F(a))."
form3520_foreign_gift_corp_partnership,"Form 3520 reporting threshold: gifts from foreign corporations and partnerships (IRC 6039F(a), (d))",2024,19570,USD,"Rev. Proc. 2023-34, sec. 3.48, 2023-48 I.R.B. 1287, 1296",https://www.irs.gov/pub/irs-irbs/irb23-48.pdf,"Report on Form 3520 when aggregate purported gifts from foreign corporations and foreign partnerships in the taxable year exceed this amount (indexed form of the $10,000 in IRC 6039F(a))."
form3520_foreign_gift_corp_partnership,"Form 3520 reporting threshold: gifts from foreign corporations and partnerships (IRC 6039F(a), (d))",2025,20116,USD,"Rev. Proc. 2024-40, sec. 2.48, 2024-45 I.R.B. 1100, 1107",https://www.irs.gov/pub/irs-irbs/irb24-45.pdf,"Report on Form 3520 when aggregate purported gifts from foreign corporations and foreign partnerships in the taxable year exceed this amount (indexed form of the $10,000 in IRC 6039F(a))."
form3520_foreign_gift_corp_partnership,"Form 3520 reporting threshold: gifts from foreign corporations and partnerships (IRC 6039F(a), (d))",2026,20573,USD,"Rev. Proc. 2025-32, sec. 4.47, 2025-45 I.R.B. 695, 704",https://www.irs.gov/pub/irs-irbs/irb25-45.pdf,"Report on Form 3520 when aggregate purported gifts from foreign corporations and foreign partnerships in the taxable year exceed this amount (indexed form of the $10,000 in IRC 6039F(a))."
form3520_foreign_gift_individual,Form 3520 reporting threshold: gifts and bequests from nonresident alien individuals and foreign estates,2015,100000,USD,"Notice 97-34, sec. VI.B.1, 1997-25 I.R.B. 22, 30",https://www.irs.gov/pub/irs-irbs/irb97-25.pdf,"Not indexed. The $100,000 threshold is administrative (Notice 97-34), not in IRC 6039F, which indexes only the $10,000 amount; count gifts from related foreign persons together (sec. VI.B.3)."
form3520_foreign_gift_individual,Form 3520 reporting threshold: gifts and bequests from nonresident alien individuals and foreign estates,2016,100000,USD,"Notice 97-34, sec. VI.B.1, 1997-25 I.R.B. 22, 30",https://www.irs.gov/pub/irs-irbs/irb97-25.pdf,"Not indexed. The $100,000 threshold is administrative (Notice 97-34), not in IRC 6039F, which indexes only the $10,000 amount; count gifts from related foreign persons together (sec. VI.B.3)."
form3520_foreign_gift_individual,Form 3520 reporting threshold: gifts and bequests from nonresident alien individuals and foreign estates,2017,100000,USD,"Notice 97-34, sec. VI.B.1, 1997-25 I.R.B. 22, 30",https://www.irs.gov/pub/irs-irbs/irb97-25.pdf,"Not indexed. The $100,000 threshold is administrative (Notice 97-34), not in IRC 6039F, which indexes only the $10,000 amount; count gifts from related foreign persons together (sec. VI.B.3)."
form3520_foreign_gift_individual,Form 3520 reporting threshold: gifts and bequests from nonresident alien individuals and foreign estates,2018,100000,USD,"Notice 97-34, sec. VI.B.1, 1997-25 I.R.B. 22, 30",https://www.irs.gov/pub/irs-irbs/irb97-25.pdf,"Not indexed. The $100,000 threshold is administrative (Notice 97-34), not in IRC 6039F, which indexes only the $10,000 amount; count gifts from related foreign persons together (sec. VI.B.3)."
form3520_foreign_gift_individual,Form 3520 reporting threshold: gifts and bequests from nonresident alien individuals and foreign estates,2019,100000,USD,"Notice 97-34, sec. VI.B.1, 1997-25 I.R.B. 22, 30",https://www.irs.gov/pub/irs-irbs/irb97-25.pdf,"Not indexed. The $100,000 threshold is administrative (Notice 97-34), not in IRC 6039F, which indexes only the $10,000 amount; count gifts from related foreign persons together (sec. VI.B.3)."
form3520_foreign_gift_individual,Form 3520 reporting threshold: gifts and bequests from nonresident alien individuals and foreign estates,2020,100000,USD,"Notice 97-34, sec. VI.B.1, 1997-25 I.R.B. 22, 30",https://www.irs.gov/pub/irs-irbs/irb97-25.pdf,"Not indexed. The $100,000 threshold is administrative (Notice 97-34), not in IRC 6039F, which indexes only the $10,000 amount; count gifts from related foreign persons together (sec. VI.B.3)."
form3520_foreign_gift_individual,Form 3520 reporting threshold: gifts and bequests from nonresident alien individuals and foreign estates,2021,100000,USD,"Notice 97-34, sec. VI.B.1, 1997-25 I.R.B. 22, 30",https://www.irs.gov/pub/irs-irbs/irb97-25.pdf,"Not indexed. The $100,000 threshold is administrative (Notice 97-34), not in IRC 6039F, which indexes only the $10,000 amount; count gifts from related foreign persons together (sec. VI.B.3)."
form3520_foreign_gift_individual,Form 3520 reporting threshold: gifts and bequests from nonresident alien individuals and foreign estates,2022,100000,USD,"Notice 97-34, sec. VI.B.1, 1997-25 I.R.B. 22, 30",https://www.irs.gov/pub/irs-irbs/irb97-25.pdf,"Not indexed. The $100,000 threshold is administrative (Notice 97-34), not in IRC 6039F, which indexes only the $10,000 amount; count gifts from related foreign persons together (sec. VI.B.3)."
form3520_foreign_gift_individual,Form 3520 reporting threshold: gifts and bequests from nonresident alien individuals and foreign estates,2023,100000,USD,"Notice 97-34, sec. VI.B.1, 1997-25 I.R.B. 22, 30",https://www.irs.gov/pub/irs-irbs/irb97-25.pdf,"Not indexed. The $100,000 threshold is administrative (Notice 97-34), not in IRC 6039F, which indexes only the $10,000 amount; count gifts from related foreign persons together (sec. VI.B.3)."
form3520_foreign_gift_individual,Form 3520 reporting threshold: gifts and bequests from nonresident alien individuals and foreign estates,2024,100000,USD,"Notice 97-34, sec. VI.B.1, 1997-25 I.R.B. 22, 30",https://www.irs.gov/pub/irs-irbs/irb97-25.pdf,"Not indexed. The $100,000 threshold is administrative (Notice 97-34), not in IRC 6039F, which indexes only the $10,000 amount; count gifts from related foreign persons together (sec. VI.B.3)."
form3520_foreign_gift_individual,Form 3520 reporting threshold: gifts and bequests from nonresident alien individuals and foreign estates,2025,100000,USD,"Notice 97-34, sec. VI.B.1, 1997-25 I.R.B. 22, 30",https://www.irs.gov/pub/irs-irbs/irb97-25.pdf,"Not indexed. The $100,000 threshold is administrative (Notice 97-34), not in IRC 6039F, which indexes only the $10,000 amount; count gifts from related foreign persons together (sec. VI.B.3)."
form3520_foreign_gift_individual,Form 3520 reporting threshold: gifts and bequests from nonresident alien individuals and foreign estates,2026,100000,USD,"Notice 97-34, sec. VI.B.1, 1997-25 I.R.B. 22, 30",https://www.irs.gov/pub/irs-irbs/irb97-25.pdf,"Not indexed. The $100,000 threshold is administrative (Notice 97-34), not in IRC 6039F, which indexes only the $10,000 amount; count gifts from related foreign persons together (sec. VI.B.3)."
expatriation_avg_tax_liability,Covered expatriate tax liability test: average annual net income tax (IRC 877(a)(2)(A)),2015,160000,USD,"Rev. Proc. 2014-61, sec. 3.30, 2014-47 I.R.B. 860, 867",https://www.irs.gov/pub/irs-irbs/irb14-47.pdf,Average annual net income tax for the 5 taxable years ending before the expatriation date; exceeding it makes the person a covered expatriate unless an 877A(g)(1)(B) exception applies. Keyed to the calendar year of expatriation.
expatriation_avg_tax_liability,Covered expatriate tax liability test: average annual net income tax (IRC 877(a)(2)(A)),2016,161000,USD,"Rev. Proc. 2015-53, sec. 3.30, 2015-44 I.R.B. 615, 623",https://www.irs.gov/pub/irs-irbs/irb15-44.pdf,Average annual net income tax for the 5 taxable years ending before the expatriation date; exceeding it makes the person a covered expatriate unless an 877A(g)(1)(B) exception applies. Keyed to the calendar year of expatriation.
expatriation_avg_tax_liability,Covered expatriate tax liability test: average annual net income tax (IRC 877(a)(2)(A)),2017,162000,USD,"Rev. Proc. 2016-55, sec. 3.32, 2016-45 I.R.B. 707, 714",https://www.irs.gov/pub/irs-irbs/irb16-45.pdf,Average annual net income tax for the 5 taxable years ending before the expatriation date; exceeding it makes the person a covered expatriate unless an 877A(g)(1)(B) exception applies. Keyed to the calendar year of expatriation.
expatriation_avg_tax_liability,Covered expatriate tax liability test: average annual net income tax (IRC 877(a)(2)(A)),2018,165000,USD,"Rev. Proc. 2017-58, sec. 3.32, 2017-45 I.R.B. 489, 495",https://www.irs.gov/pub/irs-irbs/irb17-45.pdf,Average annual net income tax for the 5 taxable years ending before the expatriation date; exceeding it makes the person a covered expatriate unless an 877A(g)(1)(B) exception applies. Keyed to the calendar year of expatriation. Rev. Proc. 2017-58 amount; not among the items Rev. Proc. 2018-18 modified.
expatriation_avg_tax_liability,Covered expatriate tax liability test: average annual net income tax (IRC 877(a)(2)(A)),2019,168000,USD,"Rev. Proc. 2018-57, sec. 3.37, 2018-49 I.R.B. 827, 834",https://www.irs.gov/pub/irs-irbs/irb18-49.pdf,Average annual net income tax for the 5 taxable years ending before the expatriation date; exceeding it makes the person a covered expatriate unless an 877A(g)(1)(B) exception applies. Keyed to the calendar year of expatriation.
expatriation_avg_tax_liability,Covered expatriate tax liability test: average annual net income tax (IRC 877(a)(2)(A)),2020,171000,USD,"Rev. Proc. 2019-44, sec. 3.37, 2019-47 I.R.B. 1093, 1100",https://www.irs.gov/pub/irs-irbs/irb19-47.pdf,Average annual net income tax for the 5 taxable years ending before the expatriation date; exceeding it makes the person a covered expatriate unless an 877A(g)(1)(B) exception applies. Keyed to the calendar year of expatriation.
expatriation_avg_tax_liability,Covered expatriate tax liability test: average annual net income tax (IRC 877(a)(2)(A)),2021,172000,USD,"Rev. Proc. 2020-45, sec. 3.37, 2020-46 I.R.B. 1016, 1023",https://www.irs.gov/pub/irs-irbs/irb20-46.pdf,Average annual net income tax for the 5 taxable years ending before the expatriation date; exceeding it makes the person a covered expatriate unless an 877A(g)(1)(B) exception applies. Keyed to the calendar year of expatriation.
expatriation_avg_tax_liability,Covered expatriate tax liability test: average annual net income tax (IRC 877(a)(2)(A)),2022,178000,USD,"Rev. Proc. 2021-45, sec. 3.37, 2021-48 I.R.B. 764, 772",https://www.irs.gov/pub/irs-irbs/irb21-48.pdf,Average annual net income tax for the 5 taxable years ending before the expatriation date; exceeding it makes the person a covered expatriate unless an 877A(g)(1)(B) exception applies. Keyed to the calendar year of expatriation.
expatriation_avg_tax_liability,Covered expatriate tax liability test: average annual net income tax (IRC 877(a)(2)(A)),2023,190000,USD,"Rev. Proc. 2022-38, sec. 3.37, 2022-45 I.R.B. 445, 453",https://www.irs.gov/pub/irs-irbs/irb22-45.pdf,Average annual net income tax for the 5 taxable years ending before the expatriation date; exceeding it makes the person a covered expatriate unless an 877A(g)(1)(B) exception applies. Keyed to the calendar year of expatriation.
expatriation_avg_tax_liability,Covered expatriate tax liability test: average annual net income tax (IRC 877(a)(2)(A)),2024,201000,USD,"Rev. Proc. 2023-34, sec. 3.37, 2023-48 I.R.B. 1287, 1295",https://www.irs.gov/pub/irs-irbs/irb23-48.pdf,Average annual net income tax for the 5 taxable years ending before the expatriation date; exceeding it makes the person a covered expatriate unless an 877A(g)(1)(B) exception applies. Keyed to the calendar year of expatriation.
expatriation_avg_tax_liability,Covered expatriate tax liability test: average annual net income tax (IRC 877(a)(2)(A)),2025,206000,USD,"Rev. Proc. 2024-40, sec. 2.37, 2024-45 I.R.B. 1100, 1107",https://www.irs.gov/pub/irs-irbs/irb24-45.pdf,Average annual net income tax for the 5 taxable years ending before the expatriation date; exceeding it makes the person a covered expatriate unless an 877A(g)(1)(B) exception applies. Keyed to the calendar year of expatriation.
expatriation_avg_tax_liability,Covered expatriate tax liability test: average annual net income tax (IRC 877(a)(2)(A)),2026,211000,USD,"Rev. Proc. 2025-32, sec. 4.37, 2025-45 I.R.B. 695, 704",https://www.irs.gov/pub/irs-irbs/irb25-45.pdf,Average annual net income tax for the 5 taxable years ending before the expatriation date; exceeding it makes the person a covered expatriate unless an 877A(g)(1)(B) exception applies. Keyed to the calendar year of expatriation.
expatriation_877a_exclusion,Expatriation mark-to-market exclusion amount (IRC 877A(a)(3)),2015,690000,USD,"Rev. Proc. 2014-61, sec. 3.31, 2014-47 I.R.B. 860, 867",https://www.irs.gov/pub/irs-irbs/irb14-47.pdf,Reduces the mark-to-market gain of a covered expatriate (but not below zero). Keyed to the year of the expatriation date.
expatriation_877a_exclusion,Expatriation mark-to-market exclusion amount (IRC 877A(a)(3)),2016,693000,USD,"Rev. Proc. 2015-53, sec. 3.31, 2015-44 I.R.B. 615, 623",https://www.irs.gov/pub/irs-irbs/irb15-44.pdf,Reduces the mark-to-market gain of a covered expatriate (but not below zero). Keyed to the year of the expatriation date.
expatriation_877a_exclusion,Expatriation mark-to-market exclusion amount (IRC 877A(a)(3)),2017,699000,USD,"Rev. Proc. 2016-55, sec. 3.33, 2016-45 I.R.B. 707, 714",https://www.irs.gov/pub/irs-irbs/irb16-45.pdf,Reduces the mark-to-market gain of a covered expatriate (but not below zero). Keyed to the year of the expatriation date.
expatriation_877a_exclusion,Expatriation mark-to-market exclusion amount (IRC 877A(a)(3)),2018,711000,USD,"Rev. Proc. 2018-18, sec. 3.33, 2018-10 I.R.B. 392, 397",https://www.irs.gov/pub/irs-irbs/irb18-10.pdf,"Reduces the mark-to-market gain of a covered expatriate (but not below zero). Keyed to the year of the expatriation date. Rev. Proc. 2018-18 superseded the $713,000 in Rev. Proc. 2017-58, sec. 3.33, 2017-45 I.R.B. 489, after Pub. L. 115-97 (TCJA)."
expatriation_877a_exclusion,Expatriation mark-to-market exclusion amount (IRC 877A(a)(3)),2019,725000,USD,"Rev. Proc. 2018-57, sec. 3.38, 2018-49 I.R.B. 827, 835",https://www.irs.gov/pub/irs-irbs/irb18-49.pdf,Reduces the mark-to-market gain of a covered expatriate (but not below zero). Keyed to the year of the expatriation date.
expatriation_877a_exclusion,Expatriation mark-to-market exclusion amount (IRC 877A(a)(3)),2020,737000,USD,"Rev. Proc. 2019-44, sec. 3.38, 2019-47 I.R.B. 1093, 1100",https://www.irs.gov/pub/irs-irbs/irb19-47.pdf,Reduces the mark-to-market gain of a covered expatriate (but not below zero). Keyed to the year of the expatriation date.
expatriation_877a_exclusion,Expatriation mark-to-market exclusion amount (IRC 877A(a)(3)),2021,744000,USD,"Rev. Proc. 2020-45, sec. 3.38, 2020-46 I.R.B. 1016, 1023",https://www.irs.gov/pub/irs-irbs/irb20-46.pdf,Reduces the mark-to-market gain of a covered expatriate (but not below zero). Keyed to the year of the expatriation date.
expatriation_877a_exclusion,Expatriation mark-to-market exclusion amount (IRC 877A(a)(3)),2022,767000,USD,"Rev. Proc. 2021-45, sec. 3.38, 2021-48 I.R.B. 764, 772",https://www.irs.gov/pub/irs-irbs/irb21-48.pdf,Reduces the mark-to-market gain of a covered expatriate (but not below zero). Keyed to the year of the expatriation date.
expatriation_877a_exclusion,Expatriation mark-to-market exclusion amount (IRC 877A(a)(3)),2023,821000,USD,"Rev. Proc. 2022-38, sec. 3.38, 2022-45 I.R.B. 445, 453",https://www.irs.gov/pub/irs-irbs/irb22-45.pdf,Reduces the mark-to-market gain of a covered expatriate (but not below zero). Keyed to the year of the expatriation date.
expatriation_877a_exclusion,Expatriation mark-to-market exclusion amount (IRC 877A(a)(3)),2024,866000,USD,"Rev. Proc. 2023-34, sec. 3.38, 2023-48 I.R.B. 1287, 1295",https://www.irs.gov/pub/irs-irbs/irb23-48.pdf,Reduces the mark-to-market gain of a covered expatriate (but not below zero). Keyed to the year of the expatriation date.
expatriation_877a_exclusion,Expatriation mark-to-market exclusion amount (IRC 877A(a)(3)),2025,890000,USD,"Rev. Proc. 2024-40, sec. 2.38, 2024-45 I.R.B. 1100, 1107",https://www.irs.gov/pub/irs-irbs/irb24-45.pdf,Reduces the mark-to-market gain of a covered expatriate (but not below zero). Keyed to the year of the expatriation date.
expatriation_877a_exclusion,Expatriation mark-to-market exclusion amount (IRC 877A(a)(3)),2026,910000,USD,"Rev. Proc. 2025-32, sec. 4.38, 2025-45 I.R.B. 695, 704",https://www.irs.gov/pub/irs-irbs/irb25-45.pdf,Reduces the mark-to-market gain of a covered expatriate (but not below zero). Keyed to the year of the expatriation date.
fbar_penalty_nonwillful_max,"FBAR civil penalty, non-willful violation, maximum (31 U.S.C. 5321(a)(5)(B)(i))",2015,10000,USD,31 U.S.C. 5321(a)(5)(B)(i),https://www.govinfo.gov/content/pkg/USCODE-2024-title31/html/USCODE-2024-title31-subtitleIV-chap53-subchapII-sec5321.htm,"Statutory amount; the first inflation adjustment took effect August 1, 2016."
fbar_penalty_nonwillful_max,"FBAR civil penalty, non-willful violation, maximum (31 U.S.C. 5321(a)(5)(B)(i))",2016,12459,USD,"81 FR 42503 (2016-06-30), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2016-15653,"Adjustment effective 2016-08-01; applies to penalties assessed after that date for violations after November 2, 2015."
fbar_penalty_nonwillful_max,"FBAR civil penalty, non-willful violation, maximum (31 U.S.C. 5321(a)(5)(B)(i))",2017,12663,USD,"82 FR 10434 (2017-02-10), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2017-01637,"Adjustment effective 2017-02-10; applies to penalties assessed after that date for violations after November 2, 2015."
fbar_penalty_nonwillful_max,"FBAR civil penalty, non-willful violation, maximum (31 U.S.C. 5321(a)(5)(B)(i))",2018,12921,USD,"83 FR 11876 (2018-03-19), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2018-05550,"Adjustment effective 2018-03-19; applies to penalties assessed after that date for violations after November 2, 2015. Treasury-wide rule covering FinCEN; 84 FR 51973 (Oct. 1, 2019) later corrected its table dates, not its amounts."
fbar_penalty_nonwillful_max,"FBAR civil penalty, non-willful violation, maximum (31 U.S.C. 5321(a)(5)(B)(i))",2019,13247,USD,"84 FR 54495 (2019-10-10), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2019-22094,"Adjustment effective 2019-10-10; applies to penalties assessed after that date for violations after November 2, 2015."
fbar_penalty_nonwillful_max,"FBAR civil penalty, non-willful violation, maximum (31 U.S.C. 5321(a)(5)(B)(i))",2020,13481,USD,"85 FR 9370 (2020-02-19), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2020-02526,"Adjustment effective 2020-02-19; applies to penalties assessed after that date for violations after November 2, 2015."
fbar_penalty_nonwillful_max,"FBAR civil penalty, non-willful violation, maximum (31 U.S.C. 5321(a)(5)(B)(i))",2021,13640,USD,"86 FR 7348 (2021-01-28), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2021-01919,"Adjustment effective 2021-01-28; applies to penalties assessed after that date for violations after November 2, 2015."
fbar_penalty_nonwillful_max,"FBAR civil penalty, non-willful violation, maximum (31 U.S.C. 5321(a)(5)(B)(i))",2022,14489,USD,"87 FR 3433 (2022-01-24), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2022-01284,"Adjustment effective 2022-01-24; applies to penalties assessed after that date for violations after November 2, 2015."
fbar_penalty_nonwillful_max,"FBAR civil penalty, non-willful violation, maximum (31 U.S.C. 5321(a)(5)(B)(i))",2023,15611,USD,"88 FR 3311 (2023-01-19), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2023-00943,"Adjustment effective 2023-01-19; applies to penalties assessed after that date for violations after November 2, 2015."
fbar_penalty_nonwillful_max,"FBAR civil penalty, non-willful violation, maximum (31 U.S.C. 5321(a)(5)(B)(i))",2024,16117,USD,"89 FR 4820 (2024-01-25), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2024-01420,"Adjustment effective 2024-01-25; applies to penalties assessed after that date for violations after November 2, 2015."
fbar_penalty_nonwillful_max,"FBAR civil penalty, non-willful violation, maximum (31 U.S.C. 5321(a)(5)(B)(i))",2025,16536,USD,"90 FR 5629 (2025-01-17), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2025-01374,"Adjustment effective 2025-01-17; applies to penalties assessed after that date for violations after November 2, 2015."
fbar_penalty_nonwillful_max,"FBAR civil penalty, non-willful violation, maximum (31 U.S.C. 5321(a)(5)(B)(i))",2026,16536,USD,"90 FR 5629 (2025-01-17), amending 31 CFR 1010.821, Table 1; 2026 adjustment cancelled by OMB M-26-11 (Apr. 17, 2026), as reported at 91 FR 25936 (2026-05-12)",https://www.federalregister.gov/d/2025-01374,"No 2026 adjustment. OMB memorandum M-26-11 (Apr. 17, 2026) cancelled the 2026 civil penalty inflation adjustment and told agencies to keep 2025 levels; FinCEN published no 2026 adjustment in the Federal Register (searched through 2026-09-23), so the 2025 amount carries over."
fbar_penalty_willful_max_floor,"FBAR civil penalty, willful violation: the dollar amount in the maximum (greater of this amount or 50% of the balance) (31 U.S.C. 5321(a)(5)(C)(i))",2015,100000,USD,31 U.S.C. 5321(a)(5)(C)(i)(I),https://www.govinfo.gov/content/pkg/USCODE-2024-title31/html/USCODE-2024-title31-subtitleIV-chap53-subchapII-sec5321.htm,"Statutory amount; maximum is the greater of this amount or 50% of the account balance at the time of the violation (5321(a)(5)(C)(i)(II), (D))."
fbar_penalty_willful_max_floor,"FBAR civil penalty, willful violation: the dollar amount in the maximum (greater of this amount or 50% of the balance) (31 U.S.C. 5321(a)(5)(C)(i))",2016,124588,USD,"81 FR 42503 (2016-06-30), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2016-15653,"Adjustment effective 2016-08-01; applies to penalties assessed after that date for violations after November 2, 2015. Maximum is the greater of this amount or 50% of the balance (31 U.S.C. 5321(a)(5)(C), (D))."
fbar_penalty_willful_max_floor,"FBAR civil penalty, willful violation: the dollar amount in the maximum (greater of this amount or 50% of the balance) (31 U.S.C. 5321(a)(5)(C)(i))",2017,126626,USD,"82 FR 10434 (2017-02-10), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2017-01637,"Adjustment effective 2017-02-10; applies to penalties assessed after that date for violations after November 2, 2015. Maximum is the greater of this amount or 50% of the balance (31 U.S.C. 5321(a)(5)(C), (D))."
fbar_penalty_willful_max_floor,"FBAR civil penalty, willful violation: the dollar amount in the maximum (greater of this amount or 50% of the balance) (31 U.S.C. 5321(a)(5)(C)(i))",2018,129210,USD,"83 FR 11876 (2018-03-19), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2018-05550,"Adjustment effective 2018-03-19; applies to penalties assessed after that date for violations after November 2, 2015. Treasury-wide rule covering FinCEN; 84 FR 51973 (Oct. 1, 2019) later corrected its table dates, not its amounts. Maximum is the greater of this amount or 50% of the balance (31 U.S.C. 5321(a)(5)(C), (D))."
fbar_penalty_willful_max_floor,"FBAR civil penalty, willful violation: the dollar amount in the maximum (greater of this amount or 50% of the balance) (31 U.S.C. 5321(a)(5)(C)(i))",2019,132469,USD,"84 FR 54495 (2019-10-10), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2019-22094,"Adjustment effective 2019-10-10; applies to penalties assessed after that date for violations after November 2, 2015. Maximum is the greater of this amount or 50% of the balance (31 U.S.C. 5321(a)(5)(C), (D))."
fbar_penalty_willful_max_floor,"FBAR civil penalty, willful violation: the dollar amount in the maximum (greater of this amount or 50% of the balance) (31 U.S.C. 5321(a)(5)(C)(i))",2020,134806,USD,"85 FR 9370 (2020-02-19), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2020-02526,"Adjustment effective 2020-02-19; applies to penalties assessed after that date for violations after November 2, 2015. Maximum is the greater of this amount or 50% of the balance (31 U.S.C. 5321(a)(5)(C), (D))."
fbar_penalty_willful_max_floor,"FBAR civil penalty, willful violation: the dollar amount in the maximum (greater of this amount or 50% of the balance) (31 U.S.C. 5321(a)(5)(C)(i))",2021,136399,USD,"86 FR 7348 (2021-01-28), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2021-01919,"Adjustment effective 2021-01-28; applies to penalties assessed after that date for violations after November 2, 2015. Maximum is the greater of this amount or 50% of the balance (31 U.S.C. 5321(a)(5)(C), (D))."
fbar_penalty_willful_max_floor,"FBAR civil penalty, willful violation: the dollar amount in the maximum (greater of this amount or 50% of the balance) (31 U.S.C. 5321(a)(5)(C)(i))",2022,144886,USD,"87 FR 3433 (2022-01-24), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2022-01284,"Adjustment effective 2022-01-24; applies to penalties assessed after that date for violations after November 2, 2015. Maximum is the greater of this amount or 50% of the balance (31 U.S.C. 5321(a)(5)(C), (D))."
fbar_penalty_willful_max_floor,"FBAR civil penalty, willful violation: the dollar amount in the maximum (greater of this amount or 50% of the balance) (31 U.S.C. 5321(a)(5)(C)(i))",2023,156107,USD,"88 FR 3311 (2023-01-19), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2023-00943,"Adjustment effective 2023-01-19; applies to penalties assessed after that date for violations after November 2, 2015. Maximum is the greater of this amount or 50% of the balance (31 U.S.C. 5321(a)(5)(C), (D))."
fbar_penalty_willful_max_floor,"FBAR civil penalty, willful violation: the dollar amount in the maximum (greater of this amount or 50% of the balance) (31 U.S.C. 5321(a)(5)(C)(i))",2024,161166,USD,"89 FR 4820 (2024-01-25), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2024-01420,"Adjustment effective 2024-01-25; applies to penalties assessed after that date for violations after November 2, 2015. Maximum is the greater of this amount or 50% of the balance (31 U.S.C. 5321(a)(5)(C), (D))."
fbar_penalty_willful_max_floor,"FBAR civil penalty, willful violation: the dollar amount in the maximum (greater of this amount or 50% of the balance) (31 U.S.C. 5321(a)(5)(C)(i))",2025,165353,USD,"90 FR 5629 (2025-01-17), amending 31 CFR 1010.821, Table 1",https://www.federalregister.gov/d/2025-01374,"Adjustment effective 2025-01-17; applies to penalties assessed after that date for violations after November 2, 2015. Maximum is the greater of this amount or 50% of the balance (31 U.S.C. 5321(a)(5)(C), (D))."
